Loan_ID,Customer_ID,Application_Date,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Annual_Income,Employment_Type,Credit_Score,Age,Gender,Marital_Status,Region,Branch,Loan_Status,Default_Status,EMI,Total_Interest
L00397,C1397,2025-12-08,Auto,1005804,9.7,84,3574671,Self-Employed,845,29,Male,Married,West,Mumbai,Approved,No,13135.32,682940.92
L00398,C1398,2025-03-31,Education,446120,7.5,96,1146441,Business Owner,803,23,Male,Single,South,Hyderabad,Approved,No,4995.61,267672.0
L00399,C1399,2025-09-21,Business,2539963,12.3,180,2201615,Business Owner,630,27,Male,Single,West,Mumbai,Rejected,No,15846.55,4686231.74
L00400,C1400,2025-09-17,Home,976032,9.2,240,1154531,Self-Employed,810,27,Male,Single,West,Mumbai,Approved,No,4440.95,1795898.88
L00401,C1401,2025-07-04,Home,2543781,9.2,240,1993578,Business Owner,712,36,Male,Single,East,Kolkata,Pending,No,11574.2,4680557.04
L00402,C1402,2025-02-05,Education,741228,8.4,96,3767929,Salaried,835,42,Female,Single,South,Chennai,Approved,No,8369.7,498105.22
L00403,C1403,2025-08-03,Home,955582,9.5,240,3598956,Self-Employed,794,56,Female,Single,South,Bengaluru,Approved,No,4359.84,1815605.8
L00404,C1404,2025-11-29,Auto,723559,9.7,84,4727437,Self-Employed,756,33,Female,Married,East,Kolkata,Approved,No,9449.34,491296.56
L00405,C1405,2025-01-15,Auto,867059,9.5,84,3571502,Business Owner,785,58,Female,Married,North,Lucknow,Approved,No,11302.73,576594.23
L00406,C1406,2025-01-03,Education,732151,7.9,96,4538550,Self-Employed,628,42,Male,Married,East,Patna,Rejected,No,8229.07,462719.43
L00407,C1407,2025-12-31,Auto,1073337,10.1,84,1474165,Self-Employed,782,47,Male,Married,East,Bhubaneswar,Approved,No,14068.38,758849.26
L00408,C1408,2025-08-05,Personal,522317,13.0,60,4295100,Self-Employed,654,52,Female,Married,North,Jaipur,Rejected,No,9836.97,339506.05
L00409,C1409,2025-07-09,Personal,654844,14.8,60,4366498,Salaried,782,59,Female,Married,South,Hyderabad,Approved,No,12529.35,484584.56
L00410,C1410,2025-10-29,Business,1143005,10.9,180,2729261,Self-Employed,610,24,Female,Single,North,Jaipur,Rejected,No,7042.18,1868813.18
L00411,C1411,2025-11-07,Education,637859,8.6,96,317496,Salaried,631,29,Female,Single,South,Chennai,Rejected,No,7215.78,438846.99
L00412,C1412,2025-03-26,Auto,544131,10.3,84,1049228,Business Owner,804,22,Female,Married,West,Mumbai,Approved,No,7144.96,392318.45
L00413,C1413,2025-05-21,Business,2891778,10.1,180,4845235,Salaried,747,36,Female,Married,North,Delhi,Approved,No,17688.04,4381043.67
L00414,C1414,2025-10-05,Business,1925881,11.6,180,677350,Salaried,725,39,Male,Married,East,Bhubaneswar,Approved,No,11940.46,3351032.94
L00415,C1415,2025-06-15,Personal,441092,11.6,60,2873576,Self-Employed,843,45,Male,Married,East,Kolkata,Approved,No,8204.31,255833.36
L00416,C1416,2025-11-21,Business,3655752,11.0,180,2283831,Salaried,726,22,Female,Married,South,Chennai,Approved,No,22543.8,6031990.8
L00417,C1417,2025-08-05,Personal,313340,12.0,60,2855277,Business Owner,745,49,Male,Married,South,Hyderabad,Approved,No,5849.01,188004.0
L00418,C1418,2025-03-24,Auto,586578,8.9,84,1704099,Business Owner,600,55,Male,Single,West,Ahmedabad,Rejected,No,7604.56,365438.09
L00419,C1419,2025-05-20,Home,1972133,9.3,240,1471471,Salaried,785,41,Female,Married,North,Jaipur,Approved,No,8981.42,3668167.38
L00420,C1420,2025-10-03,Auto,302146,9.3,84,433165,Salaried,833,25,Male,Single,West,Ahmedabad,Pending,No,3931.49,196697.05
L00421,C1421,2025-12-15,Education,208840,7.4,96,3302834,Business Owner,699,43,Male,Married,North,Jaipur,Pending,No,2336.4,123633.28
L00422,C1422,2025-07-22,Personal,616777,14.3,60,2265098,Salaried,850,38,Female,Married,East,Patna,Approved,No,11749.6,440995.55
L00423,C1423,2025-12-14,Business,3628839,12.6,180,1772442,Salaried,616,55,Female,Single,South,Hyderabad,Rejected,No,22700.4,6858505.71
L00424,C1424,2025-09-30,Home,2506561,8.5,240,3009514,Self-Employed,710,41,Male,Single,North,Jaipur,Pending,No,11331.74,4261153.7
L00425,C1425,2025-01-13,Home,1746352,7.9,240,512835,Business Owner,788,42,Female,Married,South,Bengaluru,Pending,No,7851.31,2759236.16
L00426,C1426,2025-10-24,Personal,348243,13.5,60,3158854,Salaried,813,26,Male,Married,North,Jaipur,Approved,No,6587.6,235064.02
L00427,C1427,2025-11-13,Home,2653540,7.7,240,1369847,Self-Employed,615,35,Male,Single,West,Pune,Rejected,No,11907.76,4086451.6
L00428,C1428,2025-11-23,Education,544136,8.2,96,1149580,Business Owner,686,37,Female,Single,West,Pune,Approved,No,6132.87,356953.22
L00429,C1429,2025-10-26,Business,1077441,11.8,180,4029779,Business Owner,647,30,Male,Single,West,Ahmedabad,Rejected,No,6692.11,1907070.57
L00430,C1430,2025-11-24,Auto,914926,9.6,84,2741621,Salaried,694,25,Female,Married,East,Patna,Approved,No,11937.61,614830.27
L00431,C1431,2025-01-02,Education,639033,7.1,96,3077849,Business Owner,818,35,Male,Single,West,Ahmedabad,Approved,No,7129.21,362970.74
L00432,C1432,2025-04-10,Education,393194,7.2,96,3080950,Business Owner,806,58,Female,Married,South,Chennai,Approved,No,4390.67,226479.74
L00433,C1433,2025-02-21,Personal,456324,12.0,60,2683210,Salaried,644,29,Female,Married,North,Delhi,Rejected,No,8518.05,273794.4
L00434,C1434,2025-03-08,Auto,690437,10.3,84,4126913,Salaried,661,33,Female,Single,East,Kolkata,Approved,No,9066.1,497805.08
L00435,C1435,2025-03-06,Education,398287,8.3,96,2351431,Business Owner,835,58,Female,Married,East,Patna,Approved,No,4493.18,264462.57
L00436,C1436,2025-09-11,Business,2127875,11.4,180,844194,Self-Employed,642,38,Female,Married,North,Jaipur,Rejected,No,13169.18,3638666.25
L00437,C1437,2025-03-10,Personal,545668,13.2,60,4092322,Salaried,820,39,Female,Single,South,Chennai,Approved,No,10294.94,360140.88
L00438,C1438,2025-04-30,Home,2210854,8.3,240,4202825,Self-Employed,731,25,Female,Married,South,Hyderabad,Approved,No,9976.48,3670017.64
L00439,C1439,2025-05-09,Business,3796191,11.1,180,4885648,Self-Employed,764,38,Male,Married,East,Patna,Approved,No,23430.93,6320658.01
L00440,C1440,2025-04-27,Auto,723426,10.0,84,2664289,Business Owner,810,34,Female,Married,East,Kolkata,Approved,No,9473.44,506398.2
L00441,C1441,2025-07-11,Education,396971,7.9,96,3157659,Salaried,802,57,Male,Single,West,Ahmedabad,Approved,No,4461.79,250885.67
L00442,C1442,2025-06-19,Auto,1019074,9.6,84,3150635,Business Owner,657,59,Female,Single,North,Jaipur,Rejected,No,13296.49,684817.73
L00443,C1443,2025-01-17,Home,1589949,9.4,240,4783631,Business Owner,698,59,Female,Married,South,Bengaluru,Approved,No,7247.52,2989104.12
L00444,C1444,2025-03-22,Home,1663574,8.4,240,3537114,Salaried,672,29,Female,Single,South,Chennai,Pending,No,7513.81,2794804.32
L00445,C1445,2025-05-22,Personal,266494,13.7,60,1389950,Salaried,822,21,Male,Single,North,Jaipur,Approved,No,5050.06,182548.39
L00446,C1446,2025-12-25,Business,2887519,12.2,180,2370645,Business Owner,734,40,Female,Married,North,Jaipur,Approved,No,17998.87,5284159.77
L00447,C1447,2025-12-08,Personal,200174,12.1,60,3924521,Salaried,717,34,Female,Single,West,Mumbai,Pending,No,3739.92,121105.27
L00448,C1448,2025-08-25,Home,2167398,7.9,240,1182687,Self-Employed,729,42,Female,Married,North,Jaipur,Approved,No,9744.26,3424488.84
L00449,C1449,2025-08-30,Home,1372441,8.4,240,2402233,Self-Employed,629,31,Male,Married,West,Mumbai,Rejected,No,6198.86,2305700.88
L00450,C1450,2025-04-21,Auto,381354,8.9,84,1341457,Self-Employed,736,24,Male,Single,North,Delhi,Approved,No,4943.98,237583.54
L00451,C1451,2025-04-09,Home,2382911,9.3,240,339139,Business Owner,612,25,Male,Married,East,Bhubaneswar,Rejected,No,10852.17,4432214.46
L00452,C1452,2025-04-29,Personal,438354,14.8,60,669203,Salaried,706,27,Female,Single,South,Hyderabad,Approved,No,8387.17,324381.96
L00453,C1453,2025-07-30,Education,430787,7.1,96,2952815,Self-Employed,603,59,Female,Married,South,Chennai,Rejected,No,4805.97,244687.02
L00454,C1454,2025-02-04,Home,2429761,7.9,240,3020880,Self-Employed,761,22,Female,Single,South,Bengaluru,Approved,No,10923.8,3839022.38
L00455,C1455,2025-09-13,Business,3085153,11.3,180,411498,Self-Employed,659,33,Male,Single,South,Hyderabad,Rejected,No,19076.53,5229334.33
L00456,C1456,2025-05-28,Home,2661122,8.1,240,2297025,Salaried,836,35,Female,Single,South,Hyderabad,Approved,No,11986.14,4311017.64
L00457,C1457,2025-04-09,Business,3861532,10.6,180,753605,Salaried,832,30,Male,Married,South,Chennai,Approved,No,23726.97,6139835.88
L00458,C1458,2025-05-08,Business,1491156,10.9,180,4904063,Self-Employed,812,39,Female,Married,North,Delhi,Approved,No,9187.18,2438040.06
L00459,C1459,2025-07-15,Home,2384261,8.5,240,3316391,Self-Employed,701,26,Female,Married,East,Bhubaneswar,Approved,No,10778.85,4053243.7
L00460,C1460,2025-07-11,Education,789448,7.3,96,4189388,Self-Employed,678,46,Female,Single,South,Bengaluru,Approved,No,8823.73,461037.63
L00461,C1461,2025-06-28,Education,330524,8.9,96,2882104,Business Owner,764,52,Female,Married,East,Bhubaneswar,Approved,No,3749.38,235333.09
L00462,C1462,2025-12-06,Personal,255067,13.4,60,2333003,Salaried,722,21,Male,Married,West,Pune,Approved,No,4820.77,170894.89
L00463,C1463,2025-07-30,Business,2273959,11.5,180,974010,Business Owner,732,26,Male,Single,West,Pune,Approved,No,14085.91,3922579.27
L00464,C1464,2025-08-09,Personal,101655,12.2,60,3638416,Salaried,778,32,Female,Married,South,Bengaluru,Approved,No,1900.95,62009.55
L00465,C1465,2025-07-29,Education,422899,7.4,96,1826595,Self-Employed,728,60,Male,Married,South,Chennai,Approved,No,4731.18,250356.21
L00466,C1466,2025-01-04,Home,1960824,8.5,240,3468616,Business Owner,631,58,Male,Married,North,Jaipur,Rejected,No,8864.56,3333400.8
L00467,C1467,2025-06-11,Home,2981348,9.0,240,3451313,Salaried,754,44,Female,Single,South,Hyderabad,Approved,No,13540.29,5366426.4
L00468,C1468,2025-07-08,Auto,721326,9.1,84,1140348,Self-Employed,600,60,Female,Single,North,Jaipur,Rejected,No,9368.65,459484.66
L00469,C1469,2025-12-04,Auto,1146785,10.0,84,439505,Business Owner,762,27,Female,Single,South,Chennai,Pending,No,15017.42,802749.5
L00470,C1470,2025-08-17,Personal,191320,11.7,60,4662532,Salaried,824,51,Male,Married,South,Hyderabad,Approved,No,3561.74,111922.2
L00471,C1471,2025-10-01,Home,922565,7.9,240,1184743,Business Owner,711,52,Male,Single,South,Chennai,Approved,No,4147.7,1457652.7
L00472,C1472,2025-02-27,Business,2081295,11.3,180,842466,Salaried,764,42,Male,Married,South,Hyderabad,Approved,No,12869.34,3527795.02
L00473,C1473,2025-03-06,Auto,364891,9.1,84,3489307,Business Owner,747,59,Male,Married,East,Kolkata,Approved,No,4739.24,232435.57
L00474,C1474,2025-11-03,Business,3923172,10.4,180,4163816,Self-Employed,680,40,Male,Single,West,Mumbai,Approved,No,24062.12,6120148.32
L00475,C1475,2025-04-02,Personal,260119,13.8,60,4452575,Self-Employed,674,46,Female,Married,West,Ahmedabad,Approved,No,4933.59,179482.11
L00476,C1476,2025-02-19,Education,610373,8.8,96,3130401,Salaried,708,41,Male,Single,North,Lucknow,Pending,No,6917.56,429702.59
L00477,C1477,2025-12-14,Personal,328732,14.4,60,1453944,Salaried,713,45,Female,Married,West,Ahmedabad,Approved,No,6267.82,236687.04
L00478,C1478,2025-09-08,Auto,840472,9.3,84,4275157,Self-Employed,645,59,Male,Single,North,Delhi,Rejected,No,10936.14,547147.27
L00479,C1479,2025-10-21,Education,325829,8.0,96,2608679,Business Owner,761,51,Female,Married,North,Jaipur,Approved,No,3665.58,208530.56
L00480,C1480,2025-02-02,Education,266582,8.1,96,3937774,Business Owner,676,58,Male,Married,South,Bengaluru,Pending,No,3001.82,172745.14
L00481,C1481,2025-01-18,Business,3857594,10.6,180,1809425,Salaried,601,28,Female,Single,North,Delhi,Rejected,No,23702.77,6133574.46
L00482,C1482,2025-11-07,Home,993635,8.4,240,2383202,Business Owner,676,53,Male,Married,South,Bengaluru,Pending,No,4487.92,1669306.8
L00483,C1483,2025-05-11,Home,2057071,7.9,240,1877676,Self-Employed,636,45,Male,Single,North,Delhi,Rejected,No,9248.25,3250172.18
L00484,C1484,2025-09-19,Auto,513660,8.9,84,3868038,Business Owner,840,31,Female,Married,West,Mumbai,Approved,No,6659.23,320010.18
L00485,C1485,2025-05-20,Education,330674,8.3,96,517347,Salaried,846,35,Female,Married,East,Bhubaneswar,Pending,No,3730.42,219567.54
L00486,C1486,2025-12-25,Personal,652049,13.1,60,3476198,Business Owner,843,39,Female,Married,North,Jaipur,Approved,No,12291.12,427092.1
L00487,C1487,2025-09-20,Auto,1077306,9.5,84,3567894,Business Owner,646,30,Male,Married,North,Delhi,Rejected,No,14043.45,716408.49
L00488,C1488,2025-05-22,Auto,1115297,10.5,84,743460,Self-Employed,835,54,Male,Single,West,Ahmedabad,Approved,No,14671.47,819743.29
L00489,C1489,2025-09-10,Education,280418,8.5,96,2923427,Salaried,816,48,Male,Single,North,Jaipur,Approved,No,3169.31,190684.24
L00490,C1490,2025-11-07,Business,3084893,12.2,180,1345988,Self-Employed,703,31,Male,Married,West,Ahmedabad,Approved,No,19229.17,5645354.19
L00491,C1491,2025-05-29,Personal,278765,13.2,60,4609097,Self-Employed,690,51,Female,Single,North,Jaipur,Approved,No,5259.37,183984.9
L00492,C1492,2025-06-02,Business,3196826,12.5,180,3601936,Self-Employed,655,27,Male,Single,South,Chennai,Rejected,No,19980.16,5994048.75
L00493,C1493,2025-12-03,Auto,507140,8.7,84,374354,Self-Employed,625,35,Female,Single,South,Bengaluru,Rejected,No,6562.63,308848.26
L00494,C1494,2025-01-03,Auto,1150965,9.4,84,3893188,Self-Employed,828,33,Male,Married,East,Bhubaneswar,Approved,No,14989.95,757334.97
L00495,C1495,2025-06-16,Personal,602577,13.0,60,3609691,Self-Employed,707,53,Female,Married,East,Kolkata,Approved,No,11348.53,391675.05
L00496,C1496,2025-05-29,Home,2243346,8.9,240,1358001,Self-Employed,639,52,Male,Single,North,Delhi,Rejected,No,10179.18,3993155.88
L00497,C1497,2025-02-22,Personal,376331,13.8,60,4588590,Business Owner,647,53,Male,Married,South,Hyderabad,Rejected,No,7137.74,259668.39
L00498,C1498,2025-04-24,Home,960920,7.5,240,1409777,Self-Employed,702,48,Female,Married,South,Chennai,Approved,No,4304.12,1441380.0
L00499,C1499,2025-06-14,Home,1929299,8.0,240,2852569,Salaried,628,39,Female,Single,West,Ahmedabad,Rejected,No,8681.85,3086878.4
L00500,C1500,2025-07-05,Personal,216946,12.3,60,2416135,Business Owner,842,58,Female,Married,North,Jaipur,Approved,No,4060.51,133421.79
L00501,C1501,2025-02-20,Business,1047295,12.7,180,3521639,Salaried,622,55,Female,Single,East,Kolkata,Rejected,No,6557.23,1995096.97
L00502,C1502,2025-07-07,Business,1304076,12.3,180,1589097,Self-Employed,611,28,Female,Married,West,Mumbai,Rejected,No,8135.99,2406020.22
L00503,C1503,2025-07-23,Business,1200176,12.9,180,4526763,Self-Employed,802,55,Male,Married,West,Pune,Approved,No,7527.77,2322340.56
L00504,C1504,2025-06-05,Education,203775,8.9,96,3573628,Salaried,702,39,Female,Married,West,Ahmedabad,Pending,No,2311.57,145087.8
L00505,C1505,2025-01-01,Home,2024079,9.4,240,4775874,Business Owner,660,43,Female,Single,South,Chennai,Approved,No,9226.43,3805268.52
L00506,C1506,2025-05-24,Business,2212714,11.9,180,2514912,Salaried,784,37,Male,Married,North,Lucknow,Approved,No,13755.71,3949694.49
L00507,C1507,2025-08-11,Auto,640014,10.0,84,4921097,Self-Employed,652,30,Female,Married,West,Ahmedabad,Rejected,No,8381.14,448009.8
L00508,C1508,2025-11-08,Education,714345,7.4,96,1852127,Salaried,808,25,Male,Married,West,Mumbai,Approved,No,7991.73,422892.24
L00509,C1509,2025-01-23,Education,212361,8.5,96,3676450,Salaried,625,36,Male,Single,West,Mumbai,Rejected,No,2400.12,144405.48
L00510,C1510,2025-06-07,Business,3820465,10.3,180,413220,Self-Employed,802,51,Male,Married,South,Hyderabad,Approved,No,23410.96,5902618.43
L00511,C1511,2025-01-13,Auto,346688,10.2,84,4860155,Salaried,631,48,Female,Married,North,Lucknow,Rejected,No,4548.22,247535.23
L00512,C1512,2025-11-12,Auto,1049575,8.7,84,2194855,Self-Employed,835,28,Female,Married,East,Patna,Approved,No,13582.0,639191.17
L00513,C1513,2025-09-13,Personal,257517,14.5,60,1793740,Business Owner,709,44,Female,Married,North,Lucknow,Pending,No,4914.28,186699.82
L00514,C1514,2025-03-07,Personal,170583,12.3,60,2986502,Salaried,637,45,Female,Single,North,Delhi,Rejected,No,3192.75,104908.54
L00515,C1515,2025-07-16,Education,457853,8.1,96,3772416,Salaried,754,58,Female,Married,West,Pune,Approved,No,5155.62,296688.74
L00516,C1516,2025-03-13,Auto,885498,9.2,84,324042,Self-Employed,652,50,Male,Single,North,Delhi,Rejected,No,11511.47,570260.71
L00517,C1517,2025-10-25,Personal,495796,11.4,60,768635,Salaried,791,51,Male,Married,South,Chennai,Approved,No,9205.28,282603.72
L00518,C1518,2025-07-30,Personal,256989,14.8,60,962643,Business Owner,662,42,Female,Married,South,Bengaluru,Pending,No,4917.06,190171.86
L00519,C1519,2025-12-31,Personal,627743,12.8,60,803323,Self-Employed,825,57,Female,Married,East,Kolkata,Approved,No,11801.57,401755.52
L00520,C1520,2025-02-09,Auto,1079233,8.9,84,1071219,Business Owner,733,50,Female,Single,West,Mumbai,Approved,No,13991.48,672362.16
L00521,C1521,2025-05-25,Personal,383031,11.1,60,758619,Salaried,805,55,Male,Married,West,Pune,Approved,No,7092.46,212582.2
L00522,C1522,2025-01-25,Home,1646099,7.7,240,2893087,Self-Employed,648,26,Female,Married,South,Hyderabad,Rejected,No,7386.87,2534992.46
L00523,C1523,2025-03-18,Education,573122,8.5,96,4496116,Salaried,649,58,Female,Single,East,Bhubaneswar,Rejected,No,6477.47,389722.96
L00524,C1524,2025-09-14,Personal,342818,11.6,60,1571191,Business Owner,774,59,Female,Single,North,Jaipur,Approved,No,6376.41,198834.44
L00525,C1525,2025-09-12,Auto,1047385,8.6,84,3322552,Salaried,759,21,Male,Single,South,Bengaluru,Approved,No,13541.19,630525.77
L00526,C1526,2025-05-12,Home,1511847,8.7,240,4115204,Self-Employed,680,29,Male,Single,North,Jaipur,Pending,No,6847.41,2630613.78
L00527,C1527,2025-11-14,Auto,684546,9.5,84,3663321,Business Owner,704,24,Male,Married,North,Jaipur,Approved,No,8923.55,455223.09
L00528,C1528,2025-02-25,Auto,533886,9.4,84,3452620,Salaried,640,32,Male,Single,South,Chennai,Rejected,No,6953.23,351296.99
L00529,C1529,2025-08-29,Education,709917,7.1,96,3057508,Salaried,616,34,Female,Married,West,Mumbai,Rejected,No,7920.01,403232.86
L00530,C1530,2025-02-05,Auto,356704,9.0,84,3908021,Self-Employed,850,46,Male,Single,West,Mumbai,Approved,No,4628.66,224723.52
L00531,C1531,2025-08-03,Business,1272080,11.3,180,2096042,Self-Employed,771,51,Male,Single,West,Pune,Approved,No,7865.69,2156175.6
L00532,C1532,2025-06-12,Business,2852620,11.7,180,3564325,Salaried,810,30,Female,Married,East,Patna,Approved,No,17702.09,5006348.1
L00533,C1533,2025-10-07,Home,2983939,8.8,240,3709018,Salaried,667,59,Female,Married,West,Pune,Approved,No,13527.19,5251732.64
L00534,C1534,2025-06-30,Personal,626474,12.7,60,420552,Business Owner,694,48,Female,Married,East,Kolkata,Pending,No,11767.27,397810.99
L00535,C1535,2025-02-20,Education,600098,7.6,96,3429969,Salaried,645,27,Male,Married,South,Bengaluru,Rejected,No,6726.1,364859.58
L00536,C1536,2025-08-29,Education,234220,8.1,96,4869557,Salaried,625,43,Female,Single,West,Mumbai,Rejected,No,2637.41,151774.56
L00537,C1537,2025-08-01,Auto,990677,9.3,84,2178516,Salaried,729,21,Male,Married,West,Mumbai,Approved,No,12890.59,644930.73
L00538,C1538,2025-03-07,Business,2899928,10.6,180,2963139,Business Owner,685,45,Male,Single,East,Patna,Pending,No,17818.45,4610885.52
L00539,C1539,2025-10-11,Personal,628751,14.7,60,3969190,Salaried,659,41,Male,Married,East,Patna,Rejected,No,12019.62,462131.98
L00540,C1540,2025-04-06,Education,770081,9.0,96,396788,Salaried,760,35,Female,Married,North,Delhi,Pending,No,8743.63,554458.32
L00541,C1541,2025-02-24,Education,350753,7.9,96,2485062,Salaried,768,39,Female,Married,South,Hyderabad,Approved,No,3942.32,221675.9
L00542,C1542,2025-06-10,Education,714889,7.4,96,3331620,Business Owner,833,49,Male,Married,North,Delhi,Approved,No,7997.82,423214.29
L00543,C1543,2025-01-12,Personal,105258,11.1,60,563825,Business Owner,630,53,Male,Married,East,Kolkata,Rejected,No,1949.03,58418.19
L00544,C1544,2025-09-11,Personal,380589,13.6,60,547443,Self-Employed,683,53,Female,Married,East,Kolkata,Pending,No,7205.82,258800.52
L00545,C1545,2025-05-20,Personal,273699,12.7,60,2657893,Self-Employed,846,60,Male,Single,East,Kolkata,Approved,No,5140.98,173798.86
L00546,C1546,2025-07-23,Business,2384934,11.2,180,3260469,Salaried,695,28,Male,Single,West,Mumbai,Pending,No,14733.59,4006689.12
L00547,C1547,2025-08-27,Auto,689714,9.1,84,2357877,Business Owner,618,41,Male,Married,West,Mumbai,Rejected,No,8958.07,439347.82
L00548,C1548,2025-04-12,Business,931678,11.9,180,2079854,Salaried,734,24,Female,Single,West,Pune,Approved,No,5791.93,1663045.23
L00549,C1549,2025-01-03,Education,542753,8.6,96,1300417,Self-Employed,631,39,Male,Single,North,Jaipur,Rejected,No,6139.89,373414.06
L00550,C1550,2025-09-10,Business,791311,10.8,180,628164,Business Owner,686,24,Female,Single,North,Lucknow,Pending,No,4870.96,1281923.82
L00551,C1551,2025-02-15,Home,1230937,7.8,240,3436551,Salaried,840,44,Male,Married,West,Pune,Approved,No,5528.96,1920261.72
L00552,C1552,2025-03-17,Home,2076285,8.0,240,702681,Business Owner,842,47,Female,Married,East,Kolkata,Approved,No,9343.28,3322056.0
L00553,C1553,2025-05-05,Education,706154,7.7,96,4411288,Business Owner,849,34,Male,Married,South,Hyderabad,Approved,No,7922.17,434990.86
L00554,C1554,2025-06-09,Personal,297045,13.1,60,410126,Business Owner,771,50,Male,Married,West,Mumbai,Pending,No,5599.3,194564.47
L00555,C1555,2025-11-28,Auto,838406,8.8,84,3534443,Salaried,849,30,Female,Married,South,Chennai,Approved,No,10859.35,516458.1
L00556,C1556,2025-07-23,Home,1918858,8.2,240,4165863,Business Owner,647,48,Female,Married,North,Delhi,Rejected,No,8650.85,3146927.12
L00557,C1557,2025-02-25,Auto,743116,9.1,84,1120512,Business Owner,612,24,Male,Married,West,Pune,Rejected,No,9651.66,473364.89
L00558,C1558,2025-12-21,Home,1916432,8.1,240,599372,Self-Employed,747,52,Male,Married,South,Chennai,Approved,No,8631.93,3104619.84
L00559,C1559,2025-03-27,Auto,494069,9.9,84,2715739,Salaried,787,42,Female,Married,South,Bengaluru,Approved,No,6464.07,342389.82
L00560,C1560,2025-05-07,Education,280716,8.9,96,3889674,Self-Employed,685,28,Male,Married,North,Lucknow,Pending,No,3184.37,199869.79
L00561,C1561,2025-12-06,Business,3751661,11.0,180,4520698,Self-Employed,642,37,Female,Single,East,Kolkata,Rejected,No,23135.24,6190240.65
L00562,C1562,2025-04-23,Auto,996188,9.8,84,3099604,Business Owner,828,30,Female,Single,North,Jaipur,Approved,No,13021.6,683384.97
L00563,C1563,2025-09-27,Business,3622093,12.9,180,3913145,Salaried,692,37,Female,Single,North,Delhi,Pending,No,22718.57,7008749.96
L00564,C1564,2025-05-28,Education,745341,8.1,96,2617328,Salaried,679,21,Female,Married,West,Ahmedabad,Pending,No,8392.85,482980.97
L00565,C1565,2025-10-31,Personal,418395,11.9,60,4688803,Salaried,847,24,Female,Single,West,Ahmedabad,Approved,No,7803.07,248945.02
L00566,C1566,2025-04-11,Auto,667230,8.8,84,305383,Self-Employed,612,58,Male,Single,North,Jaipur,Rejected,No,8642.22,411013.68
L00567,C1567,2025-04-13,Education,302905,7.9,96,3274870,Self-Employed,663,29,Female,Married,South,Chennai,Approved,No,3404.53,191435.96
L00568,C1568,2025-07-03,Home,2734221,7.7,240,2794219,Self-Employed,745,43,Female,Single,East,Bhubaneswar,Approved,No,12269.82,4210700.34
L00569,C1569,2025-01-28,Education,292724,8.0,96,532137,Self-Employed,833,29,Female,Married,West,Pune,Pending,No,3293.15,187343.36
L00570,C1570,2025-03-04,Education,312248,8.4,96,755889,Business Owner,621,58,Male,Married,West,Ahmedabad,Rejected,No,3525.8,209830.66
L00571,C1571,2025-03-03,Education,525992,7.1,96,1444229,Business Owner,657,27,Male,Married,South,Hyderabad,Rejected,No,5868.1,298763.46
L00572,C1572,2025-12-03,Home,2438772,8.5,240,4542995,Business Owner,713,28,Female,Married,North,Jaipur,Pending,No,11025.28,4145912.4
L00573,C1573,2025-12-08,Personal,310083,13.0,60,2318986,Self-Employed,643,46,Female,Married,North,Delhi,Rejected,No,5839.9,201553.95
L00574,C1574,2025-01-22,Education,791616,8.8,96,1542910,Self-Employed,607,29,Female,Single,West,Pune,Rejected,No,8971.65,557297.66
L00575,C1575,2025-08-24,Personal,509599,13.3,60,3301004,Business Owner,728,29,Female,Single,East,Kolkata,Approved,No,9622.93,338883.34
L00576,C1576,2025-06-28,Education,389136,7.6,96,3458501,Business Owner,846,60,Female,Married,West,Mumbai,Approved,No,4361.57,236594.69
L00577,C1577,2025-03-31,Personal,439381,11.9,60,2243676,Business Owner,624,45,Female,Married,North,Delhi,Rejected,No,8194.46,261431.7
L00578,C1578,2025-10-21,Auto,1100432,9.9,84,1260275,Business Owner,609,33,Male,Single,North,Lucknow,Rejected,No,14397.32,762599.38
L00579,C1579,2025-03-13,Auto,1153370,10.4,84,2191602,Salaried,651,44,Female,Married,West,Pune,Rejected,No,15158.58,839653.36
L00580,C1580,2025-08-07,Business,2892305,11.9,180,4462221,Business Owner,648,45,Male,Married,East,Kolkata,Rejected,No,17980.5,5162764.42
L00581,C1581,2025-07-03,Auto,353979,9.1,84,1146519,Salaried,630,31,Female,Married,South,Hyderabad,Rejected,No,4597.51,225484.62
L00582,C1582,2025-05-14,Business,3094784,12.8,180,4494698,Salaried,679,42,Male,Married,South,Hyderabad,Pending,No,19393.98,5941985.28
L00583,C1583,2025-03-08,Auto,1144797,9.3,84,822849,Self-Employed,660,23,Male,Married,South,Hyderabad,Pending,No,14895.99,745262.85
L00584,C1584,2025-12-16,Personal,122484,13.4,60,3238174,Business Owner,710,22,Female,Married,West,Ahmedabad,Pending,No,2314.95,82064.28
L00585,C1585,2025-01-30,Personal,559226,12.4,60,3904741,Salaried,779,35,Male,Married,West,Pune,Approved,No,10476.17,346720.12
L00586,C1586,2025-05-06,Business,3519172,11.3,180,684028,Self-Employed,805,29,Female,Single,South,Bengaluru,Approved,No,21760.21,5964996.54
L00587,C1587,2025-05-17,Home,1663443,8.4,240,940704,Self-Employed,664,55,Male,Married,North,Lucknow,Approved,No,7513.22,2794584.24
